,content
10,"박영수 전 특별검사 박영수 전 특별검사가 지난 2017년 8월 7일 서초구 서울중앙지방법원에서 열린 이재용 삼성전자 부회장의 결심 공판에 출석하기 위해 법정으로 향하고 있다. 연합뉴스
檢, 박영수 등 구속영장 재청구<br/>‘대장동 50억 클럽’ 의혹을 수사하는 검찰이 2014년 대한변호사협회장 선거 당시 박영수(71) 전 특별검사가 선거를 돕는 변호사 등에게 최소 1억 3000만원 이상을 건넨 정황을 포착한 것으로 파악됐다. 검찰은 이 돈이 대장동 민간사업자인 남욱 변호사가 변협 회장 선거 비용으로 건넨 현금 3억원 중 일부로 보고 31일 구속영장을 재청구했다.<br/>서울신문 취재를 종합하면 서울중앙지검 반부패수사1부(부장 엄희준)는 대장동 일당으로부터 박 전 특검에게 건너간 자금 흐름을 확인하는 과정에서 박 전 특검이 10명 이상의 변호사들에게 각각 1000만원씩, 선거 말미 해단식에서 추가로 3000만원 등 최소 1억 3000만원 이상을 건넸다는 취지의 진술을 확보했다고 한다.<br/>검찰은 지난 18일 박 전 특검이 대표로 있던 법무법인에서 함께 근무한 이모 변호사의 주거지 등을 압수수색하며 확보한 휴대전화에서 이 같은 정황이 담긴 문자메시지 등 객관적 물증도 확보한 것으로 알려졌다. 문자메시지에는 돈 전달 대상과 일시 및 액수를 포함해 ‘남욱이 곧 돈을 뿌릴 것’, ‘변호사들에게 돈을 줘야 한다. 안 주면 움직이지 않는다’는 취지의 내용이 포함된 것으로 전해졌다. 이 변호사는 박 전 특검이 2014~2015년 대한변호사협회 회장 선거에 출마했을 당시 캠프 자금 등 선거 전반 관리를 맡았던 인물로 알려졌다.<br/>검찰은 우리은행 이사회 의장이던 박 전 특검이 대장동 개발사업과 관련해 민간업자들의 컨소시엄 관련 청탁을 들어주는 대가로 200억원 상당을 약속받은 뒤, 실제로 8억원을 수수하고 2014년 11~12월 변협 회장 선거 비용으로 3억원을 받았다고 의심하고 있는데 자금 사용처를 캐다 돈을 받은 최소 4명의 변호사들로부터 관련 진술을 확보한 것으로 알려졌다.<br/>검찰은 남 변호사가 박 전 특검의 측근으로 특검보를 지낸 양재식 변호사를 통해 박 전 특검에게 3~4차례에 걸쳐 총 3억원을 쇼핑백에 담아 선거캠프 사무실, 법무법인 강남 사무실 등에서 전달했다는 진술도 확보한 상태다.<br/>이른바 ‘정영학 녹취록’에도 민간사업자인 화천대유 대주주 김만배 씨가 분양업자 이기성 씨에게 “남욱이 박영수 변협회장 선거자금을 댔는데, 그 돈이 바로 이기성 네가 남욱에게 건넨 비자금”이라고 말하는 대목이 등장한다.<br/>검찰은 애초 박 전 특검에 대해 특정경제범죄 가중처벌법상 수재 등 혐의로 구속영장을 청구했다. 하지만 법원은 지난달 30일 “금품의 실제 수수 여부에 관해 사실적, 법률적 측면에서 다툼의 여지가 있다”며 기각했는데 이런 법원의 의문을 풀기 위해 검찰은 실물이 존재하는 현금 흐름을 중심으로 수사 초첨을 맞춘 것으로 보인다.<br/>지난 27일 박 전 특검을 재소환한 검찰은 추가로 확보한 자료와 관련자 진술 분석 등을 마쳐 박 전 특검에 대해 구속영장을 재청구한 것으로 알려졌다."
11,"지난 28일 서울 성동구에 위치한 갤럭시 스튜디오 '서울 성수'에서 관람객이 갤럭시Z플립5를 체험하는 모습. / 사진=삼성전자 제공
지난 26일 사상 첫 국내 갤럭시 언팩(신제품 공개 행사)을 통해 공개된 삼성전자의 신형 폴더블폰 갤럭시Z플립5·폴드5 사전 판매가 다음달 1일부터 7일까지 한 주간 진행된다. 이어 같은달 8일부터 사전 개통이 시작되고 11일 공식 출시하는 일정이다. <br/> <br/>갤럭시Z플립5는 민트 크림 라벤더 그라파이트 4가지 색상으로 256GB 모델 139만 9200원, 512GB 모델 152만200원이다. 갤럭시Z폴드5는 아이스블루 크림 팬텀블랙 3개 색상으로 출시되며 256GB 모델은 209만 7700원, 512GB 모델은 221만8700원이다. <br/> <br/>삼성닷컴과 삼성 강남(오프라인)에선 별도의 전용 색상 자급제 모델도 내놓는다. 플립5는 그린 옐로우 그레이 블루 4종, 폴드5는 그레이 블루 2종이다. 폴드5의 경우 1TB 모델(246만700원)을 삼성닷컴 및 삼성 강남 전용으로 선보이고, 해당 모델 사전 구매시 갤럭시워치6 44mm 블루투스 모델을 증정한다. <br/> <br/>사전 판매는 전국 삼성스토어와 삼성닷컴, 이동통신사 온·오프라인 매장을 비롯해 오픈마켓 등에서 진행된다. 8월1일 0시에는 삼성닷컴 네이버 G마켓 11번가 쿠팡 SSG닷컴 CJ온스타일을 통해 라이브 커머스가 시작된다. 사전 구매 고객은 8월8일부터 제품을 수령하고 개통할 수 있다. <br/> <br/>특히 사전 판매 기간 플립5·폴드5 256GB 모델 구매 고객에게는 512GB 모델로 저장 용량을 2배 업그레이드해주는 ‘더블 스토리지’ 혜택을 제공한다. 모델간 가격차를 감안하면 사전 구매시 12만1000원 할인해 512GB 모델을 사는 셈. 이에 따라 512GB 모델은 사전 판매를 따로 진행하지 않는다. <br/> <br/>삼성전자는 사전 구매 고객에게는 파손 보상, 수리비 즉시 할인, 방문 수리 서비스로 제품을 안심하고 사용할 수 있는 ‘삼성케어플러스 파손 보장형’ 1년권을 제공한다. 아울러 플립5는 ‘플립수트 케이스’, 폴드5는 ‘슬림 S펜 케이스’를 증정한다. <br/> <br/>이외에도 플립5 사전 구매 고객에게 개성 넘치는 셀피와 다양한 감성 필터를 제공하는 ‘스노우’ 애플리케이션(앱) VIP 서비스 3개월 무료 이용권을, 폴드5 사전 구매 고객에게는 신작 MMORPG(대규모다중접속역할수행게임) ‘아레스: 라이즈 오브 가디언즈’ 10만원 상당 아이템 패키지(만18세 이용 가능)를 각각 제공한다. <br/> <br/>뿐만 아니라 플립5·폴드5 사전 구매시 삼성닷컴 앱에서 갤럭시워치6 시리즈 구매시 사용 가능한 10만원 할인 쿠폰을 준다. ‘스마트싱스 스테이션’ 혹은 ‘25W PD 충전기’ 구매시 쓸 수 있는 30% 할인 쿠폰, 삼성전자 서비스센터에서 사용할 수 있는 ‘정품 보호필름 1회 무료 부착 서비스’ 쿠폰도 함께 제공한다. <br/> <br/>삼성전자는 △‘유튜브 프리미엄’ 4개월 체험권 △‘마이크로소프트 365 베이직’ 6개월 체험권 △오디오북 플랫폼 ‘윌라’ 3개월 구독권 등 다양한 콘텐츠 혜택 역시 곁들인다. <br/> <br/>또 플립5와 폴드5 구매시 갤럭시 스마트폰을 반납하면 최대 15만원 추가 보상해주는 ‘트레이드 인’ 프로그램(일부 갤럭시 스마트폰 모델에 한정)을 9월30일까지 운영한다. 회사 측은 “갤럭시Z플립5·폴드5 구매를 원하는 고객은 이 프로그램을 통해 보다 합리적 가격에 제품을 구매할 수 있을 것”이라고 말했다. <br/> <br/>김봉구 한경닷컴 기자 kbk9@hankyung.com"
12,"KG모빌리티 토레스 EVX. KG모빌리티 제공
KG모빌리티 첫 전기차 <br/>토레스 플랫폼에 LFP배터리 적용 <br/>""보조금 적용시 3천만원대 구입 가능"" <br/> <br/> <br/>[파이낸셜뉴스] KG모빌리티(옛 쌍용자동차)가 중형급 전기 스포츠유틸리티(SUV)'토레스 EVX'를 9월에 출시한다. 토레스 플랫폼을 활용한 KG모빌리티의 첫 전기차다. <br/> <br/>7월 31일 KG모빌리티에 따르면 토레스 EVX에는 리튬·인산·철(LFP) 배터리가 장착됐으며, 자체 측정 결과 1회 완충시 주행거리는 420㎞(국내 기준)이상이다. 서울~부산까지 거리(약 403㎞)를 넘어선다. LFP 배터리는 삼원계(NCM·NCA) 배터리에 비해 가격 대비 성능이 뛰어나고, 외부충격에 강해 상대적으로 안전하다는 평가를 받고 있다. LFP 배터리를 주로 적용하는 곳은 테슬라, BYD 등이다. <br/> <br/> <br/>KG모빌리티 측은 최저 지상고(도로에서 차 밑바닥까지 높이)는 경쟁사의 기존 전기 SUV보다 높은 174㎜(주차 방지턱 높이 120㎜)로 오프로드(비포장도로) 주행에 적합하게 설계됐으며, 전방 시야각도 넓어 운전자에게 탁 트인 개방감을 선사한다고 설명했다. 헤드룸(운전자의 머리에서 차량 천장까지 길이)도 1열 1033㎜, 2열 1047㎜로 동급 SUV 모델들에 비해 높은 편이다. 레저 활동 증가 추세에 맞춰 트렁크 공간도 동급 최대인 839ℓ로 설계됐다.판매 가격은 4850만~5200만원에서 결정될 예정이며, 지방자치단체별 전기차 보조금을 적용하면 3000만원대로 구입이 가능할 것으로 KG모빌리티는 전했다. <br/> <br/>한편, 지난 2022년 7월 출시된 토레스(가솔린차)는 KG모빌리티 창사이래 최단기간 누적판매 5만대를 넘어선 인기 차종이다."
13,"국민의힘 박덕흠 의원이 31일 국회 소통관에서 송인헌 괴산군수, 이태훈 충북도의원 등과 함께 괴산댐 리모델링을 촉구하는 기자회견을 열고 있다.
국민의힘 박덕흠 의원(충북 보은영동옥천괴산군)을 비롯한 송인헌 괴산군수, 신송규 괴산군의회 의장 및 군의원, 이태훈 충북도의원은 31일 국회 소통관에서 기자회견을 열고 ‘폭우만 오면 시한폭탄으로 변하는 괴산댐, 댐 리모델링이 시급하다!’라는 주제로 성명서를 발표했다. <br/><br/>박 의원은 “괴산댐 월류는 지난 1980년 이후 올해가 벌써 두 번째로 물이 넘친 국내 댐은 괴산댐이 유일하다”며 “괴산댐을 이대로 뒀다가는 자칫 더 큰 대형 사고가 발생할 수 있기 때문에 리모델링이 시급한 상황이다”고 발표 배경을 설명했다. <br/><br/>이날 발표된 성명서에 따르면 괴산댐은 물 저장 용량이 작은 발전용 댐으로, 국내 최대 다목적 댐인 소양강댐보다 유역면적은 4분의 1에 달할 정도로 넓지만 총 저수용량은 193분의 1에 불과해 댐 모양이 얇은 접시 형태인 것으로 분석됐다. <br/><br/>또 과거에 비해 자연재해가 심각해지면서, 댐 월류 위기가 있었던 2017년 150mm 정도였던 누적 강수량은 올해 폭우 땐 440mm로 늘어났으며, 이로 인한 피해 규모도 118억원에서 465억원으로 4배 가까이 급등한 것으로 확인됐다. <br/><br/>이에 박 의원을 비롯한 성명서 발표 참석자들은 “반복되는 재해에 지칠 대로 지친 괴산군 주민들은 땜질식 보강이나 대책이 아니라 근본적인 해결책을 주문하고 있다”며 “하천 바닥을 준설하고 댐을 높여 물그릇을 키우는 댐 리모델링이 시급하다”고 주장했다. <br/><br/>그러면서 “우리 사회는 안이한 상황판단과 늑장 대책으로 안타까운 죽음을 많이 경험했다”며 “댐 주변 주민들이 장마 때면 침수 걱정에 전전긍긍하는 일이 없도록 홍수 조절과 용수 공급 기능을 하는 다목적댐 전환을 적극 검토해 달라”고 촉구했다. /옥천=이능희기자"
14,"미국에서 에어컨이 고장 난 차량에 실려 훈련 시설로 옮겨지던 경찰견들이 무더기로 폐사하는 사건이 벌어졌다. 사진=연합뉴스
미국에서 연일 폭염이 이어지는 가운데, 에어컨이 고장 난 차량에 실려 훈련 시설로 옮겨지던 경찰견들이 무더기로 폐사하는 사건이 벌어졌다.<br/><br/>30일(현지시각) CNN에 따르면 지난 27일 오후 미 중부 일리노이주 시카고 오헤어 국제공항에서 인디애나주의 훈련시설로 개를 이송하는 트럭 에어컨이 고장나 경찰견 18마리 중 8마리가 죽은 채 발견됐다.<br/><br/>경찰에 따르면 화물칸과 운전석이 분리되어 있었기 때문에 운전자는 에어컨 장치가 고장난 것을 인식하지 못했다.<br/><br/>이후 개 짖는 소리에 남동쪽으로 약 60마일 떨어진 인디애나 주 레이크 스테이션에 있는 주유소에 차량을 세우고 상황을 확인해 주변 소방서와 경찰서에 신고한 것으로 전해졌다.<br/><br/>당시 차 안에 경찰견 여러 마리가 이미 죽어 있었고 대부분이 기진맥진해 호흡을 제대로 할 수 없는 상태였다.<br/><br/>내부는 뜨거운 열기로 가득했으며 물그릇도 바짝 말라 있었던 것으로 전해졌다.<br/><br/>기상청에 따르면 이날 시카고 지역의 기온은 33.3도(화씨 92도)에 이르렀다.<br/><br/>동물보호단체 호버트 휴메인 소사이어티의 제니퍼 호퍼는 “개들이 침을 뱉고, 비틀거리고 구토를 하는 등 열사병 징후를 보였다”고 말했다.<br/><br/>살아있는 경찰견들은 인근 동물병원으로 옮겨져 치료를 받고 있다.<br/><br/>전자신문인터넷 이원지 기자 news21g@etnews.com"
15,"ⓒ메트로폴리탄 소장 목조가섭존자상
임영애 동국대 문화재학과 교수<br/><br/><br/><br/>나무로 만든 높이 55.9㎝의 가섭상(사진)이다. 이 상은 1942년에 애비 올드리치 록펠러(Abby Aldrich Rockefeller·1874∼1948)가 메트로폴리탄미술관에 기증한 것이다. 애비는 정치가이자 부호로 유명한 록펠러 가문의 2세인 존 록펠러(John D. Rockefeller Jr·1874∼1960)의 동갑내기 부인이다. 그는 20세기 유럽 미술에 많은 관심을 기울였지만, 동아시아 불교 미술도 주목할 만한 수집품이 많다. 이 가섭상도 그 가운데 하나다. <br/><br/><br/><br/>이 상은 다행히 기록이 남아 있다. 상의 등에 복장공(腹藏空)이라 불리는 네모난 공간을 마련해 그 안에 관련 기록을 넣어두었기 때문이다. 기록을 통해 이 상이 가섭상이라는 것도, 1700년에 전남 해남 성도암에서 당대 최고의 조각가인 승려 색난(色難·17세기 중반∼18세기 초 활동)이 제작했다는 사실도 밝혀졌다. 또, 당시 가섭상과 함께 석가모니불과 아난 그리고 16구의 나한상, 이렇게 모두 19구의 상을 한꺼번에 만들었다는 것도 알게 됐다. 해남 성도암에 봉안돼 있던 상이 어떤 연유로 흩어져 미국까지 가게 됐는지는 알 수 없지만, 함께 조성했던 16나한상 가운데 1구는 현재 전남 영암 축성암에 봉안돼 있다.<br/><br/><br/><br/>가섭은 아난과 함께 석가모니의 제자 가운데 으뜸이다. 특히 그는 욕심이 적고, 항상 규율을 엄격하게 잘 지킨 것으로도 유명하다. 지금은 가섭만 홀로 남았지만, 원래는 아난과 함께 석가모니의 좌우에 서 있었을 것이다. 가섭상은 석가모니를 향해 고개를 왼쪽으로 살짝 돌리고 양손의 손가락을 구부려 서로 맞잡았다. 가섭은 석가모니가 연꽃을 들자 그 뜻을 헤아려 홀로 조용히 미소 지은 ‘염화미소(拈華微笑)’로 유명하다. 말이나 글이 아니어도 마음으로 통한다는 가섭의 미소가 고스란히 전해진다."
16,"[KBS 청주]<br/>청주시가 지난 상반기, 약 91억 달러 규모의 무역수지 흑자를 기록했습니다.<br/><br/>청주시의 지난 상반기 수출액은 109억 2천만 달러로 지난해 같은 기간보다 15.3%p 줄었지만, 수입도 23.5%p 감소해 흑자를 달성했습니다.<br/><br/>주요 수출 품목은 반도체 33%, 정밀화학원료 24.5% 등입니다."
17,"[KBS 청주]<br/>진천소방서는 30대 직원 A 씨가 지난 2일, 경기도 광주시에서 술에 취해 차를 몰다 경찰에 적발돼 불구속 입건됐다고 밝혔습니다.<br/><br/>당시 A 씨의 혈중알코올농도는 면허 취소 수준이었던 것으로 전해졌습니다.<br/><br/>소방 당국은 A 씨의 직위 해제를 검토하고, 경찰 조사가 끝나는 대로 징계위원회에 회부할 방침입니다."
18,"방송인 유재필이 31일 오전 서울 청담동 일지아트홀에서 열린 그룹 세븐어스(SEVENUS) 첫 번째 싱글 'Summús(썸어스)' 발매 기념 쇼케이스에 참석해 진행을 하고 있다. <br/> <br/>세븐어스 팀명은 '피크타임'에서 팀 7시로 활약한 희재, 이레에게 소중해진 숫자 '7'과 팬들과 함께하겠다는 의미의 'US'를 합친 단어다. 앨범명 ‘Summús’는 여름(Summer)과 우리(us)의 합성어로, 우리들의 여름이라는 콘셉트에 맞춰 특별한 마음을 담아낸 앨범이다. <br/> <br/>타이틀곡 ‘Wonder Land(원더랜드)’는 팬들의 사랑으로 기적처럼 다시 한번 기회를 얻은 세븐어스의 이야기를 여름밤의 몽환적인 신비로움에 빗대어 표현한 곡이다. <br/> <br/>변성현 한경닷컴 기자 byun84@hankyung.com"
19,"[KBS 청주]<br/>충북의 초등학교 10곳 가운데 4곳은 전교생이 60명 이하인 '작은 학교'인 것으로 나타났습니다.<br/><br/>충청북도교육청에 따르면 충북의 초등학교 260여 곳 가운데 42%인 110여 곳, 중학교는 120여 곳 가운데 27%인 30여 곳의 학생 수가 60명 이하로 집계됐습니다.<br/><br/>이는 10년 전보다 초등학교는 20여 곳, 중학교는 9곳이 늘어난 것입니다."
20,"ⓒ메트로폴리탄 소장 목조가섭존자상
임영애 동국대 문화재학과 교수<br/><br/><br/><br/>나무로 만든 높이 55.9㎝의 가섭상(사진)이다. 이 상은 1942년에 애비 올드리치 록펠러(Abby Aldrich Rockefeller·1874∼1948)가 메트로폴리탄미술관에 기증한 것이다. 애비는 정치가이자 부호로 유명한 록펠러 가문의 2세인 존 록펠러(John D. Rockefeller Jr·1874∼1960)의 동갑내기 부인이다. 그는 20세기 유럽 미술에 많은 관심을 기울였지만, 동아시아 불교 미술도 주목할 만한 수집품이 많다. 이 가섭상도 그 가운데 하나다. <br/><br/><br/><br/>이 상은 다행히 기록이 남아 있다. 상의 등에 복장공(腹藏空)이라 불리는 네모난 공간을 마련해 그 안에 관련 기록을 넣어두었기 때문이다. 기록을 통해 이 상이 가섭상이라는 것도, 1700년에 전남 해남 성도암에서 당대 최고의 조각가인 승려 색난(色難·17세기 중반∼18세기 초 활동)이 제작했다는 사실도 밝혀졌다. 또, 당시 가섭상과 함께 석가모니불과 아난 그리고 16구의 나한상, 이렇게 모두 19구의 상을 한꺼번에 만들었다는 것도 알게 됐다. 해남 성도암에 봉안돼 있던 상이 어떤 연유로 흩어져 미국까지 가게 됐는지는 알 수 없지만, 함께 조성했던 16나한상 가운데 1구는 현재 전남 영암 축성암에 봉안돼 있다.<br/><br/><br/><br/>가섭은 아난과 함께 석가모니의 제자 가운데 으뜸이다. 특히 그는 욕심이 적고, 항상 규율을 엄격하게 잘 지킨 것으로도 유명하다. 지금은 가섭만 홀로 남았지만, 원래는 아난과 함께 석가모니의 좌우에 서 있었을 것이다. 가섭상은 석가모니를 향해 고개를 왼쪽으로 살짝 돌리고 양손의 손가락을 구부려 서로 맞잡았다. 가섭은 석가모니가 연꽃을 들자 그 뜻을 헤아려 홀로 조용히 미소 지은 ‘염화미소(拈華微笑)’로 유명하다. 말이나 글이 아니어도 마음으로 통한다는 가섭의 미소가 고스란히 전해진다."
21,"[KBS 청주]<br/>청주시가 지난 상반기, 약 91억 달러 규모의 무역수지 흑자를 기록했습니다.<br/><br/>청주시의 지난 상반기 수출액은 109억 2천만 달러로 지난해 같은 기간보다 15.3%p 줄었지만, 수입도 23.5%p 감소해 흑자를 달성했습니다.<br/><br/>주요 수출 품목은 반도체 33%, 정밀화학원료 24.5% 등입니다."
22,"[KBS 청주]<br/>진천소방서는 30대 직원 A 씨가 지난 2일, 경기도 광주시에서 술에 취해 차를 몰다 경찰에 적발돼 불구속 입건됐다고 밝혔습니다.<br/><br/>당시 A 씨의 혈중알코올농도는 면허 취소 수준이었던 것으로 전해졌습니다.<br/><br/>소방 당국은 A 씨의 직위 해제를 검토하고, 경찰 조사가 끝나는 대로 징계위원회에 회부할 방침입니다."
23,"방송인 유재필이 31일 오전 서울 청담동 일지아트홀에서 열린 그룹 세븐어스(SEVENUS) 첫 번째 싱글 'Summús(썸어스)' 발매 기념 쇼케이스에 참석해 진행을 하고 있다. <br/> <br/>세븐어스 팀명은 '피크타임'에서 팀 7시로 활약한 희재, 이레에게 소중해진 숫자 '7'과 팬들과 함께하겠다는 의미의 'US'를 합친 단어다. 앨범명 ‘Summús’는 여름(Summer)과 우리(us)의 합성어로, 우리들의 여름이라는 콘셉트에 맞춰 특별한 마음을 담아낸 앨범이다. <br/> <br/>타이틀곡 ‘Wonder Land(원더랜드)’는 팬들의 사랑으로 기적처럼 다시 한번 기회를 얻은 세븐어스의 이야기를 여름밤의 몽환적인 신비로움에 빗대어 표현한 곡이다. <br/> <br/>변성현 한경닷컴 기자 byun84@hankyung.com"
24,"[KBS 청주]<br/>충북의 초등학교 10곳 가운데 4곳은 전교생이 60명 이하인 '작은 학교'인 것으로 나타났습니다.<br/><br/>충청북도교육청에 따르면 충북의 초등학교 260여 곳 가운데 42%인 110여 곳, 중학교는 120여 곳 가운데 27%인 30여 곳의 학생 수가 60명 이하로 집계됐습니다.<br/><br/>이는 10년 전보다 초등학교는 20여 곳, 중학교는 9곳이 늘어난 것입니다."
25,"미국 뉴욕주 블랙스톤 그룹 본사 모습. 로이터연합뉴스
이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다. <br/> <br/> <br/> <br/>세계 최대 자산운용사 블랙스톤이 유동성 확대를 위해 부동산을 대거 매각하고, 인공지능(AI) 열풍 속에 데이터센터에 대한 투자를 확대하고 있다는 분석이 나왔다. <br/> <br/>30일(현지시간) 파이낸셜타임스(FT)에 따르면 블랙스톤의 부동산 투자 신탁인 브라이트(Breit)는 2021년 초부터 지난해 3분기까지 호텔, 창고, 셀프스토리지 시설 등에 약 600억달러(약 76조4760억원)를 투자했다고 공시자료를 통해 밝혔다. <br/> <br/>블랙스톤의 간판 상품인 브라이트는 부유층 개인 투자자에게 물류센터·아파트·오피스·카지노 등의 부동산 투자 기회를 제공하기 위해 2017년 출시됐다 <br/> <br/>그러나 블랙스톤은 지난해 가을부터 유동성을 조달하기 위해 더 이상 브라이트의 투자를 늘리지 않고 100억달러(약 12조7400억원) 이상 자산을 매각했다. 라스베이거스의 두 곳 카지노 지분 49%를 28억달러에 처분한 것이 대표적이다. <br/> <br/>블랙스톤은 부동산 매각에 대해 ""당장 100억달러에 달하는 유동성을 확보한 브라이트는 상당한 재정적 유연성을 갖고 있다""고 FT에 설명했다. <br/> <br/>블랙스톤은 조기 환매 요청에 대응하고 데이터센터에 대한 투자를 확대하기 위해 총알을 마련하는 것으로 해석된다. 지난해 부동산 경기가 둔화하면서 투자자들이 브라이트에 조기 환매를 요청하고 있기 때문이다. <br/> <br/>FT에 따르면 지난해 11월부터 지난달까지 브라이트에서 유출된 자금 약 80억달러에 이른다. 최근 부동산 시장 침체 우려가 진정되면서 지난달 투자자들은 1월보다 30% 감소한 38억달러 규모의 환매를 요청했다. <br/> <br/>블랙스톤은 부동산 매각으로 확보한 자금을 데이터센터 구축에 투자할 것으로 알려졌다. 데이터센터 수요가 늘면서 수익성이 높아질 것이란 전망에서다. <br/> <br/>소식통에 따르면 블랙스톤은 데이터센터 구축에 80억달러 이상을 지출할 예정이다. 블랙스톤은 2021년 중반 미국 최대 데이터센터 운영사인 QTS 리얼티 트러스트를 100억달러에 인수한 바 있다. <br/> <br/>블랙스톤은 최근 몇 년 간 미국 전역 5개 주에서 10억달러 이상을 데이터센터 건설에 지출했다. 이 문제에 정통한 두 소식통은 블랙스톤이 새롭게 건설을 준비 중인 데이터센터 프로젝트에 10억달러 이상이 비용이 들 수 있다고 전했다. <br/> <br/>브라이트는 최근 투자자들에게 ""대형 기술 기업이 AI 기술 경쟁에 한창이다""며 ""데이터 센터는 한 세대의 한 번뿐인 미래 성장 엔진이 될 것이고, 현장에 엄청난 수요가 있다""고 말했다. <br/> <br/>미 시장조사 업체인 델오로그룹은 마이크로소프트(MS), 구글, 메타, 아마존 등 빅테크 기업이 테이터센터 등 디지털 인프라 구축에 약 1조달러를 투자할 것이라고 전망했다. AI 기술 발전으로 인해 급증하는 컴퓨팅 수요를 처리하기 위해서다. 델로오그룹은 전 세계 데이터센터의 AI 전용 서버 점유율이 현재 10% 미만이지만, 5년 안에 약 20%로 증가할 것으로 예측했다. <br/> <br/> <br/>신정은 기자 newyearis@hankyung.com"
